Region,Area,Year,Month,Dwelling_Type,kwh_per_acc
North East Region,Ang Mo Kio,2019,8,3-room,287.8
North East Region,Ang Mo Kio,2019,8,4-room,379.1
North East Region,Ang Mo Kio,2019,8,5-room and Executive,450.9
North East Region,Ang Mo Kio,2019,8,Landed Properties,883.7
North East Region,Ang Mo Kio,2019,8,Private Apartments and Condominiums,504.1
North East Region,Ang Mo Kio,2019,9,1-room / 2-room,170.4
North East Region,Ang Mo Kio,2019,9,3-room,284.8
North East Region,Ang Mo Kio,2019,9,4-room,373.6
North East Region,Ang Mo Kio,2019,9,5-room and Executive,441.8
North East Region,Ang Mo Kio,2019,9,Landed Properties,934.6
North East Region,Ang Mo Kio,2019,9,Private Apartments and Condominiums,581.9
North East Region,Ang Mo Kio,2019,10,1-room / 2-room,166.1
North East Region,Ang Mo Kio,2019,10,3-room,272.1
North East Region,Ang Mo Kio,2019,10,4-room,356.2
North East Region,Ang Mo Kio,2019,10,5-room and Executive,423.8
North East Region,Ang Mo Kio,2019,10,Landed Properties,879.1
North East Region,Ang Mo Kio,2019,10,Private Apartments and Condominiums,523.6
North East Region,Ang Mo Kio,2019,11,1-room / 2-room,160.7
North East Region,Ang Mo Kio,2019,11,3-room,252.6
North East Region,Ang Mo Kio,2019,11,4-room,332.1
North East Region,Ang Mo Kio,2019,11,5-room and Executive,395.7
North East Region,Ang Mo Kio,2019,11,Landed Properties,765.7
North East Region,Ang Mo Kio,2019,11,Private Apartments and Condominiums,423.0
North East Region,Ang Mo Kio,2019,12,1-room / 2-room,154.9
North East Region,Ang Mo Kio,2019,12,3-room,240.3
North East Region,Ang Mo Kio,2019,12,4-room,314.5
North East Region,Ang Mo Kio,2019,12,5-room and Executive,377.7
North East Region,Ang Mo Kio,2019,12,Landed Properties,795.6
North East Region,Ang Mo Kio,2019,12,Private Apartments and Condominiums,463.5
North East Region,Ang Mo Kio,2020,1,1-room / 2-room,148.0
North East Region,Ang Mo Kio,2020,1,3-room,233.9
North East Region,Ang Mo Kio,2020,1,4-room,305.4
North East Region,Ang Mo Kio,2020,1,5-room and Executive,364.8
North East Region,Ang Mo Kio,2020,1,Landed Properties,791.4
North East Region,Ang Mo Kio,2020,1,Private Apartments and Condominiums,411.0
North East Region,Ang Mo Kio,2020,2,1-room / 2-room,157.4
North East Region,Ang Mo Kio,2020,2,3-room,248.2
North East Region,Ang Mo Kio,2020,2,4-room,327.8
North East Region,Ang Mo Kio,2020,2,5-room and Executive,390.7
North East Region,Ang Mo Kio,2020,2,Landed Properties,774.8
North East Region,Ang Mo Kio,2020,2,Private Apartments and Condominiums,429.2
North East Region,Ang Mo Kio,2020,3,1-room / 2-room,156.4
North East Region,Ang Mo Kio,2020,3,3-room,258.3
North East Region,Ang Mo Kio,2020,3,4-room,340.7
North East Region,Ang Mo Kio,2020,3,5-room and Executive,411.3
North East Region,Ang Mo Kio,2020,3,Landed Properties,933.9
North East Region,Ang Mo Kio,2020,3,Private Apartments and Condominiums,526.8
North East Region,Ang Mo Kio,2020,4,1-room / 2-room,165.3
North East Region,Ang Mo Kio,2020,4,3-room,268.0
North East Region,Ang Mo Kio,2020,4,4-room,356.5
North East Region,Ang Mo Kio,2020,4,5-room and Executive,427.0
North East Region,Ang Mo Kio,2020,4,Landed Properties,923.1
North East Region,Ang Mo Kio,2020,4,Private Apartments and Condominiums,509.4
North East Region,Ang Mo Kio,2020,5,1-room / 2-room,169.0
North East Region,Ang Mo Kio,2020,5,3-room,269.5
North East Region,Ang Mo Kio,2020,5,4-room,362.4
North East Region,Ang Mo Kio,2020,5,5-room and Executive,436.2
North East Region,Ang Mo Kio,2020,5,Landed Properties,910.7
North East Region,Ang Mo Kio,2020,5,Private Apartments and Condominiums,501.9
North East Region,Ang Mo Kio,2020,6,1-room / 2-room,215.3
North East Region,Ang Mo Kio,2020,6,3-room,373.4
North East Region,Ang Mo Kio,2020,6,4-room,489.5
North East Region,Ang Mo Kio,2020,6,5-room and Executive,583.4
North East Region,Ang Mo Kio,2020,6,Landed Properties,973.2
North East Region,Ang Mo Kio,2020,6,Private Apartments and Condominiums,633.6
North East Region,Ang Mo Kio,2020,7,1-room / 2-room,219.1
North East Region,Ang Mo Kio,2020,7,3-room,358.9
North East Region,Ang Mo Kio,2020,7,4-room,465.1
North East Region,Ang Mo Kio,2020,7,5-room and Executive,562.5
North East Region,Ang Mo Kio,2020,7,Landed Properties,1157.5
North East Region,Ang Mo Kio,2020,7,Private Apartments and Condominiums,780.6
North East Region,Ang Mo Kio,2020,8,1-room / 2-room,189.5
North East Region,Ang Mo Kio,2020,8,3-room,301.8
North East Region,Ang Mo Kio,2020,8,4-room,397.8
North East Region,Ang Mo Kio,2020,8,5-room and Executive,482.6
North East Region,Ang Mo Kio,2020,8,Landed Properties,993.8
North East Region,Ang Mo Kio,2020,8,Private Apartments and Condominiums,590.0
North East Region,Ang Mo Kio,2020,9,1-room / 2-room,177.6
North East Region,Ang Mo Kio,2020,9,3-room,279.4
North East Region,Ang Mo Kio,2020,9,4-room,371.3
North East Region,Ang Mo Kio,2020,9,5-room and Executive,445.4
North East Region,Ang Mo Kio,2020,9,Landed Properties,904.2
North East Region,Ang Mo Kio,2020,9,Private Apartments and Condominiums,520.9
North East Region,Ang Mo Kio,2020,10,1-room / 2-room,176.6
North East Region,Ang Mo Kio,2020,10,3-room,276.6
North East Region,Ang Mo Kio,2020,10,4-room,364.5
North East Region,Ang Mo Kio,2020,10,5-room and Executive,437.2
North East Region,Ang Mo Kio,2020,10,Landed Properties,893.8
North East Region,Ang Mo Kio,2020,10,Private Apartments and Condominiums,525.6
North East Region,Ang Mo Kio,2020,11,1-room / 2-room,167.8
North East Region,Ang Mo Kio,2020,11,3-room,274.4
North East Region,Ang Mo Kio,2020,11,4-room,357.9
North East Region,Ang Mo Kio,2020,11,5-room and Executive,430.1
North East Region,Ang Mo Kio,2020,11,Landed Properties,844.1
North East Region,Ang Mo Kio,2020,11,Private Apartments and Condominiums,483.1
North East Region,Ang Mo Kio,2020,12,1-room / 2-room,176.3
North East Region,Ang Mo Kio,2020,12,3-room,274.6
North East Region,Ang Mo Kio,2020,12,4-room,357.2
North East Region,Ang Mo Kio,2020,12,5-room and Executive,429.1
North East Region,Ang Mo Kio,2020,12,Landed Properties,886.7
North East Region,Ang Mo Kio,2020,12,Private Apartments and Condominiums,538.2
North East Region,Ang Mo Kio,2021,1,1-room / 2-room,157.7
North East Region,Ang Mo Kio,2021,1,3-room,244.9
North East Region,Ang Mo Kio,2021,1,4-room,315.6
North East Region,Ang Mo Kio,2021,1,5-room and Executive,374.4
North East Region,Ang Mo Kio,2021,1,Landed Properties,735.7
North East Region,Ang Mo Kio,2021,1,Private Apartments and Condominiums,402.8
North East Region,Ang Mo Kio,2021,2,1-room / 2-room,157.9
North East Region,Ang Mo Kio,2021,2,3-room,242.2
North East Region,Ang Mo Kio,2021,2,4-room,315.0
North East Region,Ang Mo Kio,2021,2,5-room and Executive,373.9
North East Region,Ang Mo Kio,2021,2,Landed Properties,836.8
North East Region,Ang Mo Kio,2021,2,Private Apartments and Condominiums,450.4
North East Region,Ang Mo Kio,2021,3,1-room / 2-room,154.8
North East Region,Ang Mo Kio,2021,3,3-room,251.0
North East Region,Ang Mo Kio,2021,3,4-room,325.7
North East Region,Ang Mo Kio,2021,3,5-room and Executive,385.2
North East Region,Ang Mo Kio,2021,3,Landed Properties,901.0
North East Region,Ang Mo Kio,2021,3,Private Apartments and Condominiums,500.7
North East Region,Ang Mo Kio,2021,4,1-room / 2-room,173.5
North East Region,Ang Mo Kio,2021,4,3-room,281.6
North East Region,Ang Mo Kio,2021,4,4-room,365.7
North East Region,Ang Mo Kio,2021,4,5-room and Executive,432.8
North East Region,Ang Mo Kio,2021,4,Landed Properties,874.9
North East Region,Ang Mo Kio,2021,4,Private Apartments and Condominiums,507.6
North East Region,Ang Mo Kio,2021,5,1-room / 2-room,189.5
North East Region,Ang Mo Kio,2021,5,3-room,296.8
North East Region,Ang Mo Kio,2021,5,4-room,386.6
North East Region,Ang Mo Kio,2021,5,5-room and Executive,458.4
North East Region,Ang Mo Kio,2021,5,Landed Properties,935.2
North East Region,Ang Mo Kio,2021,5,Private Apartments and Condominiums,575.0
North East Region,Ang Mo Kio,2021,6,1-room / 2-room,197.2
North East Region,Ang Mo Kio,2021,6,3-room,320.9
North East Region,Ang Mo Kio,2021,6,4-room,421.2
North East Region,Ang Mo Kio,2021,6,5-room and Executive,499.1
North East Region,Ang Mo Kio,2021,6,Landed Properties,980.1
North East Region,Ang Mo Kio,2021,6,Private Apartments and Condominiums,603.6
North East Region,Ang Mo Kio,2021,7,1-room / 2-room,190.9
North East Region,Ang Mo Kio,2021,7,3-room,299.6
North East Region,Ang Mo Kio,2021,7,4-room,391.0
North East Region,Ang Mo Kio,2021,7,5-room and Executive,468.3
North East Region,Ang Mo Kio,2021,7,Landed Properties,998.6
North East Region,Ang Mo Kio,2021,7,Private Apartments and Condominiums,567.9
North East Region,Ang Mo Kio,2021,8,1-room / 2-room,206.5
North East Region,Ang Mo Kio,2021,8,3-room,309.0
North East Region,Ang Mo Kio,2021,8,4-room,406.5
North East Region,Ang Mo Kio,2021,8,5-room and Executive,489.7
North East Region,Ang Mo Kio,2021,8,Landed Properties,975.1
North East Region,Ang Mo Kio,2021,8,Private Apartments and Condominiums,589.9
North East Region,Ang Mo Kio,2021,9,1-room / 2-room,186.8
North East Region,Ang Mo Kio,2021,9,3-room,285.4
North East Region,Ang Mo Kio,2021,9,4-room,370.8
North East Region,Ang Mo Kio,2021,9,5-room and Executive,442.1
North East Region,Ang Mo Kio,2021,9,Landed Properties,899.2
North East Region,Ang Mo Kio,2021,9,Private Apartments and Condominiums,540.1
North East Region,Ang Mo Kio,2021,10,1-room / 2-room,188.5
North East Region,Ang Mo Kio,2021,10,3-room,287.4
North East Region,Ang Mo Kio,2021,10,4-room,378.7
North East Region,Ang Mo Kio,2021,10,5-room and Executive,457.5
North East Region,Ang Mo Kio,2021,10,Landed Properties,895.9
North East Region,Ang Mo Kio,2021,10,Private Apartments and Condominiums,522.2
North East Region,Ang Mo Kio,2021,11,1-room / 2-room,178.9
North East Region,Ang Mo Kio,2021,11,3-room,269.1
North East Region,Ang Mo Kio,2021,11,4-room,351.0
North East Region,Ang Mo Kio,2021,11,5-room and Executive,412.1
North East Region,Ang Mo Kio,2021,11,Landed Properties,842.5
North East Region,Ang Mo Kio,2021,11,Private Apartments and Condominiums,494.2
North East Region,Ang Mo Kio,2021,12,1-room / 2-room,190.4
North East Region,Ang Mo Kio,2021,12,3-room,278.3
North East Region,Ang Mo Kio,2021,12,4-room,365.8
North East Region,Ang Mo Kio,2021,12,5-room and Executive,437.4
North East Region,Ang Mo Kio,2021,12,Landed Properties,886.6
North East Region,Ang Mo Kio,2021,12,Private Apartments and Condominiums,518.7
North East Region,Ang Mo Kio,2022,1,1-room / 2-room,172.9
North East Region,Ang Mo Kio,2022,1,3-room,258.1
North East Region,Ang Mo Kio,2022,1,4-room,335.8
North East Region,Ang Mo Kio,2022,1,5-room and Executive,402.0
North East Region,Ang Mo Kio,2022,1,Landed Properties,799.1
North East Region,Ang Mo Kio,2022,1,Private Apartments and Condominiums,446.6
North East Region,Ang Mo Kio,2022,2,1-room / 2-room,180.5
North East Region,Ang Mo Kio,2022,2,3-room,264.8
North East Region,Ang Mo Kio,2022,2,4-room,348.9
North East Region,Ang Mo Kio,2022,2,5-room and Executive,420.2
North East Region,Ang Mo Kio,2022,2,Landed Properties,885.4
North East Region,Ang Mo Kio,2022,2,Private Apartments and Condominiums,503.5
North East Region,Ang Mo Kio,2022,3,1-room / 2-room,164.9
North East Region,Ang Mo Kio,2022,3,3-room,257.6
North East Region,Ang Mo Kio,2022,3,4-room,336.0
North East Region,Ang Mo Kio,2022,3,5-room and Executive,400.4
North East Region,Ang Mo Kio,2022,3,Landed Properties,872.4
North East Region,Ang Mo Kio,2022,3,Private Apartments and Condominiums,498.6
North East Region,Ang Mo Kio,2022,4,1-room / 2-room,179.2
North East Region,Ang Mo Kio,2022,4,3-room,271.8
North East Region,Ang Mo Kio,2022,4,4-room,355.0
North East Region,Ang Mo Kio,2022,4,5-room and Executive,426.6
North East Region,Ang Mo Kio,2022,4,Landed Properties,859.3
North East Region,Ang Mo Kio,2022,4,Private Apartments and Condominiums,496.1
North East Region,Ang Mo Kio,2022,5,1-room / 2-room,192.2
North East Region,Ang Mo Kio,2022,5,3-room,287.8
North East Region,Ang Mo Kio,2022,5,4-room,377.6
North East Region,Ang Mo Kio,2022,5,5-room and Executive,453.6
North East Region,Ang Mo Kio,2022,5,Landed Properties,952.4
North East Region,Ang Mo Kio,2022,5,Private Apartments and Condominiums,559.4
North East Region,Ang Mo Kio,2022,6,1-room / 2-room,190.1
North East Region,Ang Mo Kio,2022,6,3-room,285.3
North East Region,Ang Mo Kio,2022,6,4-room,376.6
North East Region,Ang Mo Kio,2022,6,5-room and Executive,453.1
North East Region,Ang Mo Kio,2022,6,Landed Properties,872.6
North East Region,Ang Mo Kio,2022,6,Private Apartments and Condominiums,532.1
North East Region,Ang Mo Kio,2022,7,1-room / 2-room,180.2
North East Region,Ang Mo Kio,2022,7,3-room,271.9
North East Region,Ang Mo Kio,2022,7,4-room,356.7
North East Region,Ang Mo Kio,2022,7,5-room and Executive,426.0
North East Region,Ang Mo Kio,2022,7,Landed Properties,856.8
North East Region,Ang Mo Kio,2022,7,Private Apartments and Condominiums,497.6
North East Region,Ang Mo Kio,2022,8,1-room / 2-room,189.3
North East Region,Ang Mo Kio,2022,8,3-room,282.6
North East Region,Ang Mo Kio,2022,8,4-room,373.7
North East Region,Ang Mo Kio,2022,8,5-room and Executive,446.5
North East Region,Ang Mo Kio,2022,8,Landed Properties,939.3
North East Region,Ang Mo Kio,2022,8,Private Apartments and Condominiums,534.5
North East Region,Ang Mo Kio,2022,9,1-room / 2-room,183.0
North East Region,Ang Mo Kio,2022,9,3-room,272.6
North East Region,Ang Mo Kio,2022,9,4-room,355.3
North East Region,Ang Mo Kio,2022,9,5-room and Executive,425.7
North East Region,Ang Mo Kio,2022,9,Landed Properties,800.9
North East Region,Ang Mo Kio,2022,9,Private Apartments and Condominiums,477.7
North East Region,Ang Mo Kio,2022,10,1-room / 2-room,173.6
North East Region,Ang Mo Kio,2022,10,3-room,258.0
North East Region,Ang Mo Kio,2022,10,4-room,339.8
North East Region,Ang Mo Kio,2022,10,5-room and Executive,410.5
North East Region,Ang Mo Kio,2022,10,Landed Properties,826.9
North East Region,Ang Mo Kio,2022,10,Private Apartments and Condominiums,466.3
North East Region,Ang Mo Kio,2022,11,1-room / 2-room,165.5
North East Region,Ang Mo Kio,2022,11,3-room,247.4
North East Region,Ang Mo Kio,2022,11,4-room,324.1
North East Region,Ang Mo Kio,2022,11,5-room and Executive,388.1
North East Region,Ang Mo Kio,2022,11,Landed Properties,819.8
North East Region,Ang Mo Kio,2022,11,Private Apartments and Condominiums,468.4
North East Region,Ang Mo Kio,2022,12,1-room / 2-room,174.2
North East Region,Ang Mo Kio,2022,12,3-room,249.9
North East Region,Ang Mo Kio,2022,12,4-room,327.1
North East Region,Ang Mo Kio,2022,12,5-room and Executive,394.2
North East Region,Ang Mo Kio,2022,12,Landed Properties,777.1
North East Region,Ang Mo Kio,2022,12,Private Apartments and Condominiums,444.3
North East Region,Ang Mo Kio,2023,1,1-room / 2-room,164.1
North East Region,Ang Mo Kio,2023,1,3-room,240.6
North East Region,Ang Mo Kio,2023,1,4-room,313.3
North East Region,Ang Mo Kio,2023,1,5-room and Executive,374.7
North East Region,Ang Mo Kio,2023,1,Landed Properties,790.0
North East Region,Ang Mo Kio,2023,1,Private Apartments and Condominiums,416.4
North East Region,Ang Mo Kio,2023,2,1-room / 2-room,162.2
North East Region,Ang Mo Kio,2023,2,3-room,232.2
North East Region,Ang Mo Kio,2023,2,4-room,308.9
North East Region,Ang Mo Kio,2023,2,5-room and Executive,373.2
North East Region,Ang Mo Kio,2023,2,Landed Properties,740.2
North East Region,Ang Mo Kio,2023,2,Private Apartments and Condominiums,411.5
North East Region,Ang Mo Kio,2023,3,1-room / 2-room,147.4
North East Region,Ang Mo Kio,2023,3,3-room,225.7
North East Region,Ang Mo Kio,2023,3,4-room,292.8
North East Region,Ang Mo Kio,2023,3,5-room and Executive,352.2
North East Region,Ang Mo Kio,2023,3,Landed Properties,748.5
North East Region,Ang Mo Kio,2023,3,Private Apartments and Condominiums,404.4
North East Region,Ang Mo Kio,2023,4,1-room / 2-room,171.2
North East Region,Ang Mo Kio,2023,4,3-room,258.0
North East Region,Ang Mo Kio,2023,4,4-room,338.6
North East Region,Ang Mo Kio,2023,4,5-room and Executive,407.7
North East Region,Ang Mo Kio,2023,4,Landed Properties,804.1
North East Region,Ang Mo Kio,2023,4,Private Apartments and Condominiums,445.6
North East Region,Ang Mo Kio,2023,5,1-room / 2-room,187.8
North East Region,Ang Mo Kio,2023,5,3-room,286.5
North East Region,Ang Mo Kio,2023,5,4-room,375.5
North East Region,Ang Mo Kio,2023,5,5-room and Executive,452.7
North East Region,Ang Mo Kio,2023,5,Landed Properties,983.0
North East Region,Ang Mo Kio,2023,5,Private Apartments and Condominiums,591.0
North East Region,Ang Mo Kio,2023,6,1-room / 2-room,200.6
North East Region,Ang Mo Kio,2023,6,3-room,301.4
North East Region,Ang Mo Kio,2023,6,4-room,398.7
North East Region,Ang Mo Kio,2023,6,5-room and Executive,479.1
North East Region,Ang Mo Kio,2023,6,Landed Properties,899.8
North East Region,Ang Mo Kio,2023,6,Private Apartments and Condominiums,534.0
East Region,Bedok,2010,1,1-room / 2-room,146.3
East Region,Bedok,2010,1,Landed Properties,1004.2
East Region,Bedok,2010,1,Private Apartments and Condominiums,521.4
East Region,Bedok,2010,2,1-room / 2-room,147.6
East Region,Bedok,2010,2,Landed Properties,1109.8
East Region,Bedok,2010,2,Private Apartments and Condominiums,594.8
East Region,Bedok,2010,3,1-room / 2-room,154.5
East Region,Bedok,2010,3,Landed Properties,1089.2
East Region,Bedok,2010,3,Private Apartments and Condominiums,614.9
